id,latitude,longitude,name,ref,network,operator
3254647075,-34.6260148,-58.4552536,Rivadavia y Terrero,,,
3254647078,-34.628055,-58.4604208,Rivadavia al 6700,,,
3254647082,-34.6282509,-58.4644297,Plaza de Flores,,,
3254647163,-34.626203,-58.4557337,Boyacá - Carabobo,,,
3254647164,-34.6267467,-58.4571331,Boyacá - Carabobo,,,
3254647177,-34.6276659,-58.4594382,Camacuá - Granaderos,,,
3254647178,-34.6281258,-58.4605653,Rivadavia al 6700,,,
3254647179,-34.6285479,-58.4629023,Plaza de Flores,,,
3254647183,-34.6285424,-58.4642999,Plaza de Flores,,,
3254647184,-34.628371,-58.4643705,Plaza de Flores,,,
3254647261,-34.6260363,-58.4548361,Curapaligüe - Donato Álvarez,,,
3254683030,-34.6262863,-58.4556891,Boyacá - Carabobo,,,
3254683031,-34.6268097,-58.4570852,Boyacá - Carabobo,,,
3254683033,-34.6269305,-58.4573608,Boyacá - Carabobo,,,
3254683035,-34.6284064,-58.4644694,Plaza de Flores,,,
3254683036,-34.628532,-58.4628394,Plaza de Flores,,,
3254683044,-34.6278249,-58.4595592,Bonorino - Gavilán,,,
3254683045,-34.6277515,-58.4593819,Camacuá - Granaderos,,,
3254683046,-34.627883,-58.4596995,Bonorino - Gavilán,,,
3254683047,-34.6281793,-58.4605294,Rivadavia al 6700,,,
3254683048,-34.6256806,-58.4541957,Curapaligüe - Donato Álvarez,,,
3254683050,-34.6259527,-58.4548864,Curapaligüe - Donato Álvarez,,,
3254683051,-34.6260822,-58.4552151,Rivadavia y Terrero,,,
3257577963,-34.5300194,-58.547509,Ader y Obligado,,,
3257577964,-34.5270044,-58.5461203,Santiago del Estero 6499,,41,
3257577966,-34.5290329,-58.5484654,Santiago del Estero y Ader,,41,
3259878672,-34.7023737,-58.5002472,Boulogne Sur Mer y Arozarena,,,
3259878673,-34.7028429,-58.4998063,Boulogne Sur Mer y Ricchieri,,,
3261074129,-34.5952007,-58.443083,Thames y Corrientes,,,
3261074130,-34.5952341,-58.4430433,Thames y Corrientes,,,
3261074131,-34.5906527,-58.4351403,Avenida Córdoba,,,
3261074132,-34.5906891,-58.4350938,Avenida Córdoba,,,
3261074133,-34.6085767,-58.4387663,Ambrosetti y Díaz Vélez,,,
3261074134,-34.6085754,-58.438707,Ambrosetti y Díaz Vélez,,,
3261074135,-34.6052928,-58.4395097,Marechal y Ángel Gallardo,,,
3261074136,-34.6053336,-58.4395836,Marechal y Ángel Gallardo,,,
3261074137,-34.6054118,-58.4394285,Marechal y Ángel Gallardo,,,
3261074138,-34.6054521,-58.4394991,Marechal y Ángel Gallardo,,,
3261074139,-34.6062865,-58.4388823,Marechal y Machado,,,
3261074140,-34.6070999,-58.4329435,Hospital de Oncología,,,
3261074141,-34.6071236,-58.4328712,Hospital de Oncología,,,
3261074148,-34.6050233,-58.4338696,Parque Centenario,,,
3261074149,-34.605065,-58.4339031,Parque Centenario,,,
3261074151,-34.5937626,-58.4405697,Thames y Ramírez de Velasco,,,
3261074152,-34.5938108,-58.4405349,Thames y Ramírez de Velasco,,,
3261074157,-34.5819317,-58.4227023,Thames y Güemes,,,
3261074158,-34.5819492,-58.4226849,Thames y Güemes,,,
3261087661,-34.5925577,-58.4384217,Thames y Loyola,,,
3261087662,-34.592601,-58.4383841,Thames y Loyola,,,
3261087663,-34.598658,-58.4475281,Thames y Muñecas,,,
3261087664,-34.5986982,-58.4474976,Thames y Muñecas,,,
3261087669,-34.5997681,-58.4485558,Martínez Rosas y Thames,,,
3261087670,-34.5998044,-58.4485906,Martínez Rosas y Thames,,,
3261087671,-34.6020824,-58.4428392,Warnes y Scalabrini Ortiz,,,
3261087672,-34.6021374,-58.4428675,Warnes y Scalabrini Ortiz,,,
3261087673,-34.6007623,-58.4465484,Warnes y Tres Arroyos,,,
3261087674,-34.6008164,-58.4465787,Warnes y Tres Arroyos,,,
3261106257,-34.5993844,-58.4393118,Avenida Scalabrini Ortiz,,,
3261106258,-34.5994448,-58.4393881,Avenida Scalabrini Ortiz,,,
3261106259,-34.6839725,-58.4648512,Barrio Savio,,,
3261106260,-34.6281355,-58.4603959,Rivadavia al 6700,,,
3264446345,-34.5864952,-58.4546931,Lacroze,,,
3264457987,-34.5866981,-58.4548188,Lacroze,,,
3264597002,-34.5866523,-58.4549107,Lacroze,,,
3264602292,-34.6112805,-58.4390938,Acoyte y Vallese,,,
3267531423,-34.6033804,-58.4353502,Drago y Ángel Gallardo,,,
3267531424,-34.6034207,-58.4353971,Drago y Ángel Gallardo,,,
3267531427,-34.5914142,-58.4479013,Avenida Dorrego,,,
3267531428,-34.5914688,-58.447984,Avenida Dorrego,,,
3267531429,-34.6089375,-58.4346623,Avenida Díaz Vélez,,,
3267531430,-34.6089521,-58.4347109,Avenida Díaz Vélez,,,
3267531431,-34.5945172,-58.4445505,Corrientes y Juan B. Justo,,,
3267531432,-34.5945958,-58.4446314,Corrientes y Juan B. Justo,,,
3267531433,-34.6150863,-58.4300536,Avenida Rivadavia,,,
3267531434,-34.6150884,-58.4301105,Avenida Rivadavia,,,
3267531435,-34.5996163,-58.4390611,Avenida Scalabrini Ortiz,,,
3267531436,-34.5996815,-58.4391365,Avenida Scalabrini Ortiz,,,
3267531437,-34.6110781,-58.4306861,Avellaneda y Río de Janeiro,,,
3267531438,-34.611193,-58.4306004,Avellaneda y Río de Janeiro,,,
3267531440,-34.5938731,-58.4452384,Corrientes y Darwin,,,
3267531441,-34.5939427,-58.4453235,Corrientes y Darwin,,,
3267531442,-34.5941802,-58.4449082,Corrientes y Darwin,,,
3267531443,-34.5942544,-58.4450001,Corrientes y Darwin,,,
3267531444,-34.5969438,-58.4419346,Corrientes y Gurruchaga,,,
3267531445,-34.597034,-58.4419913,Corrientes y Gurruchaga,,,
3267531446,-34.5970642,-58.4418018,Corrientes y Gurruchaga,,,
3267531447,-34.5971251,-58.4418897,Corrientes y Gurruchaga,,,
3267531448,-34.6012886,-58.4373883,Drago y Julián Álvarez,,,
3267531449,-34.6013398,-58.4374536,Drago y Julián Álvarez,,,
3267531450,-34.5725216,-58.4606314,Los Incas y Conde,,,
3267531451,-34.5725513,-58.4605873,Los Incas y Conde,,,
3267531452,-34.6119885,-58.4328621,Avellaneda y Otamendi,,,
3267531453,-34.6120902,-58.4327958,Avellaneda y Otamendi,,,
3268338418,-34.611907,-58.5221482,Cervantes y Beiró,,,
3268338419,-34.6119449,-58.5221862,Cervantes y Beiró,,,
3268338420,-34.6060152,-58.5231791,Del Carril y Lastra,,,
3268338421,-34.6060518,-58.523152,Del Carril y Lastra,,,
3268338422,-34.5926014,-58.5129629,San Nicolás y Mosconi,,,
3268338423,-34.59263,-58.5130111,San Nicolás y Mosconi,,,
3268338424,-34.5843917,-58.5035997,Griveo y Nazca,,,
3268338425,-34.5844357,-58.5035625,Avenida Nazca,,,
3268338426,-34.6349882,-58.4879277,Avenida Rivadavia,,,
3268338427,-34.6350315,-58.4879623,Carrasco y Rivadavia,,,
3268338428,-34.5906449,-58.5136899,Griveo y San Martín,,,
3268338429,-34.5906793,-58.5136634,Avenida San Martín,,,
3268338430,-34.6218419,-58.5092103,Avenida Álvarez Jonte,,,
3268338431,-34.6218617,-58.5092312,Cervantes y Jonte,,,
3268338432,-34.6266179,-58.5029279,Cervantes y Camarones,,,
3268338433,-34.6266504,-58.5029483,Cervantes y Camarones,,,
3268338434,-34.6243298,-58.5059241,Cervantes y E. González,,,
3268338435,-34.624355,-58.5059629,Cervantes y Elpidio González,,,
3268338436,-34.615293,-58.5177152,Cervantes y Lozano,,,
3268338437,-34.6153356,-58.5177425,Cervantes y Lozano,,,
3268338438,-34.6100485,-58.5245265,Cervantes y Pedro Morán,,,
3268338439,-34.6100763,-58.5245541,Cervantes y Pedro Morán,,,
3268338440,-34.6282807,-58.5007786,Cervantes y Murature,,,
3268338441,-34.6283149,-58.5008293,Cervantes y Murature,,,
3268338442,-34.6088342,-58.5260601,Cervantes y Nueva York,,,
3268338443,-34.6088557,-58.5260847,Cervantes y Nueva York,,,
3268338444,-34.629468,-58.4988784,Cervantes y R. de Escalada,,,
3268338445,-34.6295069,-58.4988369,Cervantes y Remedios de Escalada,,,
3268338446,-34.6193167,-58.5124137,Cervantes y Santo Tomé,,,
3268338447,-34.6193558,-58.5124364,Cervantes y Santo Tomé,,,
3268338448,-34.6138069,-58.5196844,Cervantes y Simbrón,,,
3268338449,-34.6138502,-58.5197172,Cervantes y Simbrón,,,
3268338450,-34.6043037,-58.520454,Del Carril y Allende,,,
3268338451,-34.604343,-58.5204218,Del Carril y Allende,,,
3268338452,-34.6019527,-58.5130125,Est. Devoto (FCSM),,,
3268338453,-34.6019856,-58.5129743,Est. Devoto (FCSM),,,
3268338454,-34.5747979,-58.4873273,Estación Urquiza,,,
3268338456,-34.5966453,-58.5118192,Fernández de Enciso y Habana,,,
3268338457,-34.5966466,-58.5117729,Fernández de Enciso y Habana,,,
3268338458,-34.5892585,-58.5114511,Griveo y Concordia,,,
3268338459,-34.5893108,-58.511413,Griveo y Concordia,,,
3268338460,-34.5815884,-58.4990585,Griveo y Artigas,,,
3268341461,-34.5816333,-58.4990324,Griveo y Artigas,,,
3268341462,-34.5877022,-58.5089163,Griveo y Campana,,,
3268341463,-34.5877387,-58.5088876,Griveo y Campana,,,
3268341464,-34.5860271,-58.5061931,Griveo y Helguera,,,
3268341465,-34.5860742,-58.5061606,Griveo y Helguera,,,
3268341466,-34.5644548,-58.4699793,Hospital Pirovano,,,
3268341468,-34.5645734,-58.4701607,Hospital Pirovano,,,
3268341469,-34.5646366,-58.4700992,Hospital Pirovano,,,
3268341470,-34.5646674,-58.4703069,Hospital Pirovano,,,
3268341471,-34.5647351,-58.4702476,Hospital Pirovano,,,
3268341472,-34.5698504,-58.478889,Monroe y Acha,,,
3268341473,-34.5699117,-58.47884,Monroe y Acha,,,
3268341474,-34.5761828,-58.4897135,Monroe y Andonaegui,,,
3268341475,-34.5762314,-58.4896739,Monroe y Andonaegui,,,
3268341476,-34.5780253,-58.4928899,Monroe y Ceretti,,,
3268341477,-34.5780787,-58.492851,Monroe y Ceretti,,,
3268341478,-34.5634909,-58.4685183,Monroe y Conde,,,
3268341479,-34.5635677,-58.4684444,Monroe y Conde,,,
3268341480,-34.5614802,-58.4654203,Monroe y Conesa,,,
3268341481,-34.561526,-58.4653815,Monroe y Conesa,,,
3268341482,-34.5685951,-58.4767791,Monroe y Holmberg,,,
3268341483,-34.5686971,-58.476939,Monroe y Holmberg,,,
3268341485,-34.568747,-58.4768994,Monroe y Holmberg,,,
3268341486,-34.5731957,-58.4845495,Monroe y Pacheco,,,
3268341487,-34.5732443,-58.4845039,Monroe y Pacheco,,,
3268341488,-34.5675501,-58.4749828,Monroe y Tronador,,,
3268341489,-34.5676189,-58.474934,Monroe y Tronador,,,
3268341490,-34.6035538,-58.5172894,Nueva York y Marcos Paz,,,
3268341491,-34.6035898,-58.5172536,Nueva York y Marcos Paz,,,
3268341492,-34.6020191,-58.5148472,Nueva York y Sanabria,,,
3268341493,-34.6020587,-58.5148073,Nueva York y Sanabria,,,
3268341494,-34.5984272,-58.5126343,Plaza Arenales norte,,,
3268341495,-34.5984699,-58.512603,Plaza Arenales norte,,,
3268341496,-34.6003177,-58.5127354,Plaza Arenales sur,,,
3268341497,-34.6003555,-58.5127923,Plaza Arenales sur,,,
3268341498,-34.5713116,-58.4813823,Plaza Marcos Sastre,,,
3268341499,-34.5714258,-58.4815625,Plaza Marcos Sastre,,,
3268341500,-34.5713831,-58.4813301,Plaza Marcos Sastre,,,
3268341501,-34.5714893,-58.4815165,Plaza Marcos Sastre,,,
3268341502,-34.5941705,-58.5115581,San Nicolás y Fernández de Enciso,,,
3268341503,-34.5942016,-58.5116016,San Nicolás y Fernández de Enciso,,,
3268341504,-34.5735489,-58.4851091,Monroe y Díaz Colodrero,,,
3268943967,-34.6350282,-58.4873329,Rivadavia y Carrasco,,,
3268943968,-34.6342517,-58.484045,Rivadavia y Gualeguaychú,,,
3268945046,-34.634535,-58.4852548,Rivadavia y Bolaños,,,
3268945140,-34.6331895,-58.4796004,Est. Floresta,,,
3268945161,-34.635063,-58.4874928,Rivadavia y Carrasco,,,
3268945491,-34.6333226,-58.4801531,Est. Floresta,,,
3268945661,-34.634185,-58.483774,Rivadavia y Gualeguaychú,,,
3268945762,-34.6334446,-58.4806642,Est. Floresta,,,
3269001477,-34.635115,-58.4874685,Rivadavia y Carrasco,,,
3269001480,-34.6335496,-58.4806341,Est. Floresta,,,
3269001483,-34.6345864,-58.485232,Rivadavia y Bolaños,,,
3269890166,-34.6860312,-58.4568919,Roca y Larrazábal,,,
3269890167,-34.6861014,-58.4570545,Roca y Larrazábal,,,
3269890168,-34.686216,-58.45719,Roca y Larrazábal,,,
3269890169,-34.691679,-58.4631199,Lisandro de la Torre,,,
3269890170,-34.6920804,-58.4635363,Lisandro de la Torre,,,
3269890171,-34.694608,-58.4662267,Piedrabuena,,,
3269890172,-34.694762,-58.4664976,Piedrabuena,,,
3269890173,-34.6890852,-58.4601587,Soldado de la Frontera,,,
3269890174,-34.6892361,-58.4605187,Soldado de la Frontera,,,
3273493650,-34.6809603,-58.4515048,Escalada,,,
3273493651,-34.6810357,-58.4511296,Escalada,,,
3273493652,-34.6851089,-58.4558983,Larrazábal,,,
3273493653,-34.685226,-58.45616,Larrazábal,,,
3275855760,-34.6772173,-58.4486111,Estadio Parque Roca,,,
3275858361,-34.6774967,-58.4488831,Estadio Parque Roca,,,
3275858362,-34.6726693,-58.4458135,Parque Roca,,,
3275858363,-34.6729458,-58.4460772,Parque Roca,,,
3277865182,-34.6689318,-58.4428776,Lacarra,,,
3277865183,-34.6690536,-58.4433262,Lacarra,,,
3281335045,-34.6665662,-58.4404513,Mariano Acosta,,,
3281335046,-34.6667682,-58.4407888,Mariano Acosta,,,
3281412533,-34.6597096,-58.4287763,Berg,,,
3281412534,-34.6600521,-58.4294523,Berg,,,
3281412535,-34.663654,-58.4372492,Lafuente,,,
3281412536,-34.663925,-58.4376993,Lafuente,,,
3281412537,-34.6616945,-58.4330679,Varela,,,
3281412538,-34.6621449,-58.4340525,Varela,,,
3285191481,-34.6575471,-58.4162898,Saenz y Alcorta,,,
3285259827,-34.6295467,-58.3920241,Entre Ríos,,,
3285259828,-34.6302323,-58.3956075,Garrahan,,,
3285259829,-34.6317131,-58.4009231,Jujuy,,,
3285259830,-34.633744,-58.406247,La Rioja,,,
3287036052,-34.628659,-58.4007672,Jujuy,,,
3287036053,-34.6280402,-58.3964974,Pichincha,,,
3291714318,-34.6367479,-58.4149527,Boedo,,,
3291714319,-34.6307919,-58.4068253,La Rioja,,,
3291714320,-34.6340337,-58.4107257,Sánchez de Loria,,,
3293610261,-34.6397296,-58.4189865,Caseros,,,
3293610262,-34.6436363,-58.4238459,La Plata,,,
3293610263,-34.6446004,-58.4250462,La Plata,,,
3295773461,-34.6475694,-58.4279107,Del Barco Centenera,,,
3295773462,-34.6476544,-58.4281219,Del Barco Centenera,,,
3297775585,-34.6493752,-58.4299893,Perito Moreno,,,
3297775586,-34.6509451,-58.4319298,Perito Moreno,,,
3297775587,-34.6528727,-58.4342581,San Lorenzo,,,
3297775588,-34.6531934,-58.4347395,San Lorenzo,,,
3297775589,-34.6554481,-58.4380011,Varela,,,
3303523248,-34.659371,-58.4425102,Lafuente,,,
3303523249,-34.6597399,-58.4429948,Lafuente,,,
3303523250,-34.6615685,-58.4452936,Mariano Acosta,,,
3303523251,-34.6619153,-58.4457841,Mariano Acosta,,,
3306925168,-34.6638175,-58.4482077,Laguna,,,
3306925169,-34.6639412,-58.4483932,Laguna,,,
3306959897,-34.6710121,-58.4566281,Cecilia Grierson,,,
3306959898,-34.6711875,-58.456904,Cecilia Grierson,,,
3308983753,-34.6744009,-58.4603839,Escalada,,,
3308983754,-34.6745796,-58.460703,Escalada,,,
3308983755,-34.6789402,-58.4654581,Pola,,,
3308983756,-34.6790863,-58.465907,Pola,,,
3308992708,-34.6841794,-58.4692799,Cafayate y Ana Díaz,,,
3317873314,-34.5842784,-58.5167836,General Paz y 25 de Mayo,,,
3318693983,-34.5112045,-58.5255311,Echeverría y Paraná,,,
3339083292,-34.7084489,-58.5174337,Campion y Defensa,,,
3339083493,-34.7084638,-58.5174202,Campion y Defensa,,,
3339083494,-34.7107616,-58.5236137,Campion y Forest,,,
3339083495,-34.7108004,-58.5235648,Campion y Forest,,,
3339083496,-34.7078813,-58.5151455,Campion y Lagos,,,
3339083497,-34.7079234,-58.5151298,Campion y Lagos,,,
3339083498,-34.7069094,-58.511293,Campion y Moctezuma,,,
3339083499,-34.7069595,-58.5112716,Campion y Moctezuma,,,
3339083500,-34.7089329,-58.519564,Campion y Nazar,,,
3339083501,-34.7089818,-58.5195376,Campion y Nazar,,,
3339083502,-34.7073932,-58.5131436,Campion y Paso de la Patria,,,
3339083503,-34.7074114,-58.5131419,Campion y Paso de la Patria,,,
3339083504,-34.6169069,-58.3808474,Chile,,,
3339083505,-34.6166721,-58.3810244,Chile,,,
3339083506,-34.6172623,-58.3808316,Chile,,,
3339083507,-34.6169735,-58.381012,Chile,,,
3339083508,-34.7035776,-58.4999057,Coto Tapiales,,,
3339083509,-34.7036065,-58.4998751,Coto Tapiales,,,
3339083510,-34.7099261,-58.534409,Est. José Ingenieros,,,
3339083511,-34.7103285,-58.5342,Est. José Ingenieros,,,
3339083512,-34.7103312,-58.5341183,Est. José Ingenieros,,,
3339083513,-34.7102547,-58.5245105,Forest y Alico,,,
3339083514,-34.7102885,-58.5245414,Forest y Alico,,,
3339083515,-34.7088724,-58.5263449,Forest y Pirán,,,
3339083516,-34.7089027,-58.5263773,Forest y Pirán,,,
3339083517,-34.609991,-58.3813487,Hipólito Yrigoyen,,,
3339083518,-34.6104614,-58.3811575,Hipólito Yrigoyen,,,
3339083519,-34.7083165,-58.5332292,Hospital Materno Balestrini,,,
3339083520,-34.7083766,-58.533131,Hospital Materno Balestrini,,,
3339083521,-34.7084015,-58.5329912,Hospital Materno Balestrini,,,
3339083522,-34.6960888,-58.4900105,Olavarría y Unanué,,,
3339083523,-34.6961077,-58.4900576,Olavarría y Unanué,,,
3339083524,-34.6084773,-58.3744539,Peru,,,
3339083525,-34.6085603,-58.3744431,Peru,,,
3339083526,-34.6825218,-58.4816228,Piedrabuena,,,
3339083527,-34.6829772,-58.4816894,Piedrabuena,,,
3339083528,-34.6830449,-58.4816075,Piedrabuena,,,
3339083529,-34.6932767,-58.4803873,Pintos y Rava,,,
3339083530,-34.693308,-58.4804174,Pintos y Rava,,,
3339083531,-34.7095446,-58.5275104,Pirán y Cochrane,,,
3339083532,-34.7095737,-58.5274734,Pirán y Cochrane,,,
3339083537,-34.694819,-58.4763264,Roosvelt y Pintos,,,
3339083538,-34.7018038,-58.4921268,San Martín y Ugarte,,,
3339083539,-34.7018356,-58.492147,San Martín y Ugarte,,,
3339083540,-34.7090117,-58.5269151,Terminal Aldo Bonzi,,,
3339083541,-34.709044,-58.5268675,Terminal Aldo Bonzi,,,
3339083542,-34.7037228,-58.4940697,Ugarte y Boulogne,,,
3339083543,-34.7037641,-58.4940208,Ugarte y Boulogne,,,
3339083545,-34.7130855,-58.5345131,Villa Rossi,,,
3339083546,-34.7077191,-58.5033539,Ricchieri y Donovan,,,
3339083559,-34.692831,-58.4781148,Gral. Paz Edificio 7,,,
3339083560,-34.6928693,-58.4781658,Gral. Paz Edificio 7,,,
3339083561,-34.6942303,-58.4783076,Pintos y Levene,,,
3339083562,-34.6942782,-58.4783468,Pintos y Levene,,,
3343093428,-34.5777876,-58.449425,Lacroze y Conde,,,
3343099045,-34.6187114,-58.4375931,Rivadavia y Acoyte,,,
3343099046,-34.6198108,-58.440097,Rivadavia y Colpayo,,,
3343099048,-34.6200193,-58.4405735,Primera Junta,,,
3343099049,-34.6202526,-58.4410784,Primera Junta,,,
3343099050,-34.6209653,-58.4427165,Primera Junta,,,
3343099235,-34.5712576,-58.4457337,Lacroze y Ciudad de la Paz,,,
3343099236,-34.617533,-58.4369673,Acoyte y Rivadavia,,,
3343099237,-34.6180651,-58.4366892,Acoyte y Rivadavia,,,
3343099238,-34.6186044,-58.4373987,Rivadavia y Acoyte,,,
3343099240,-34.6200859,-58.4407094,Primera Junta,,,
3343100061,-34.5803029,-58.4509188,Lacroze y Álvarez Thomas,,,
3343100063,-34.6178826,-58.4367893,Acoyte y Rivadavia,,,
3343100064,-34.6184953,-58.4371531,Rivadavia y Acoyte,,,
3343100066,-34.6205267,-58.4417213,Primera Junta,,,
3343100067,-34.6206216,-58.4419426,Primera Junta,,,
3343100070,-34.5961951,-58.452613,Rosas y Dorrego,,,
3343100075,-34.6669067,-58.5109169,Avenida Directorio,,,
3343100076,-34.6123425,-58.3681821,Aduana,,,
3343100398,-34.6206807,-58.442081,Primera Junta,,,
3343100399,-34.5775906,-58.4493177,Lacroze y Conde,,,
3343147493,-34.6185761,-58.4371046,Rivadavia y Acoyte,,,
3343147494,-34.6186792,-58.4373442,Rivadavia y Acoyte,,,
3343147495,-34.6187727,-58.4375601,Rivadavia y Acoyte,,,
3343147497,-34.6122401,-58.3682007,Aduana,,,
3343147498,-34.6669544,-58.5109671,Avenida Directorio,,,
3343147499,-34.6175049,-58.436874,Acoyte y Rivadavia,,,
3343147501,-34.6178474,-58.4366931,Acoyte y Rivadavia,,,
3343147502,-34.6180329,-58.4365951,Acoyte y Rivadavia,,,
3343147503,-34.5712984,-58.4456423,Lacroze y Ciudad de la Paz,,,
3343147505,-34.5778331,-58.4493377,Lacroze y Conde,,,
3343147506,-34.6201033,-58.4405296,Primera Junta,,,
3343147507,-34.6201633,-58.4406642,Primera Junta,,,
3343147508,-34.6203315,-58.4410423,Primera Junta,,,
3343147510,-34.6206993,-58.4418956,Primera Junta,,,
3343147511,-34.62076,-58.4420402,Primera Junta,,,
3343147512,-34.6210265,-58.4426751,Primera Junta,,,
3343147514,-34.6198901,-58.4400505,Rivadavia y Colpayo,,,
3343147515,-34.5961443,-58.4526038,Rosas y Dorrego,,,
3343147525,-34.5803321,-58.4508363,Lacroze y Álvarez Thomas,,,
3345099121,-34.5708362,-58.4246377,Libertador y Dorrego,,,
3345099124,-34.5746897,-58.4161446,Monumento de los Españoles,,,
3345099126,-34.5813116,-58.4039374,Libertador y Ocampo,,,
3345099127,-34.5785965,-58.407077,Libertador y Salguero,,,
3345099128,-34.5787615,-58.4072538,Libertador y Salguero,,,
3345099132,-34.5775677,-58.4098444,Ugarteche - Casares,,,
3347038094,-34.6213591,-58.5255774,Irigoyen y Tinogasta,,,
3347046093,-34.6219505,-58.5266931,Bruselas y Tinogasta,,,
3347046193,-34.6219837,-58.5267302,Bruselas y Tinogasta,,,
3347046194,-34.6213192,-58.5255338,Irigoyen y Tinogasta,,,
3362849162,-34.589484,-58.3805219,Avenida 9 de Julio,,,
3362849163,-34.5896083,-58.3806232,Avenida 9 de Julio,,,
3362849164,-34.5867823,-58.3854767,Libertador y Callao,,,
3362849165,-34.5868794,-58.3853024,Libertador y Callao,,,
3362849166,-34.5869041,-58.3855787,Libertador y Callao,,,
3362849167,-34.5870006,-58.3854072,Libertador y Callao,,,
3362849170,-34.5833608,-58.3966132,Biblioteca Nacional,,,
3362849171,-34.5834207,-58.3962763,Biblioteca Nacional,,,
3362849180,-34.5978604,-58.3714506,Avenida Córdoba,,,
3362849182,-34.5978806,-58.3714942,Avenida Córdoba,,,
3362849183,-34.5981581,-58.3712898,Avenida Córdoba,,,
3362849185,-34.5981768,-58.3713515,Avenida Córdoba,,,
3362849189,-34.5823456,-58.4006076,Museo de Arte Decorativo,,,
3362849190,-34.5825559,-58.4007409,Museo de Arte Decorativo,,,
3362849191,-34.5852941,-58.3890898,Palais de Glace,,,
3362849192,-34.585354,-58.3889392,Palais de Glace,,,
3362852893,-34.5844472,-58.3926644,Plaza Francia,,,
3362852894,-34.5844931,-58.3925197,Plaza Francia,,,
3362852895,-34.5845572,-58.3927296,Plaza Francia,,,
3362852896,-34.584602,-58.3925793,Plaza Francia,,,
3362852901,-34.5901468,-58.3796943,Libertador y Suipacha,,,
3362852902,-34.5919977,-58.3769723,Retiro,,,
3365058868,-34.5996282,-58.438572,Avenida Corrientes,,,
3365058869,-34.599707,-58.4385027,Avenida Corrientes,,,
3365058870,-34.5944761,-58.4305289,Córdoba y Scalabrini Ortíz,,,
3365058871,-34.5944596,-58.4303372,Scalabrini Ortiz y Córdoba,,,
3365058872,-34.5945417,-58.4304658,Scalabrini Ortiz y Córdoba,,,
3365058873,-34.603464,-58.4407621,Marechal y Gandhi,,,
3365058874,-34.6034878,-58.4408033,Marechal y Gandhi,,,
3365058875,-34.6084634,-58.4373074,Hospital Durand,,,
3365058876,-34.6085047,-58.4373814,Hospital Durand,,,
3365058877,-34.6087504,-58.4340104,Parque Centenario,,,
3365058878,-34.608834,-58.4340158,Parque Centenario,,,
3365058879,-34.590502,-58.4245312,Scalabrini Ortiz y El Salvador,,,
3365058880,-34.5905797,-58.4244671,Scalabrini Ortiz y El Salvador,,,
3365058881,-34.5981952,-58.4363322,Scalabrini Ortiz y Ramírez de Velasco,,,
3365058882,-34.5982733,-58.4362773,Scalabrini Ortiz y Ramírez de Velasco,,,
3365058883,-34.5931072,-58.4284434,Scalabrini Ortiz y Niceto Vega,,,
3365058884,-34.5931717,-58.4283781,Scalabrini Ortiz y Niceto Vega,,,
3365058885,-34.5969351,-58.4343234,Scalabrini Ortiz y Loyola,,,
3365058886,-34.5969788,-58.4342697,Scalabrini Ortiz y Loyola,,,
3365058887,-34.5874895,-58.4198899,Scalabrini Ortiz y Paraguay,,,
3365058888,-34.5875658,-58.4198313,Scalabrini Ortiz y Paraguay,,,
3365058889,-34.5889162,-58.4220914,Scalabrini Ortiz y Soler,,,
3365058890,-34.5889837,-58.4220417,Scalabrini Ortiz y Soler,,,
3365058891,-34.6016806,-58.4418481,Scalabrini Ortiz y Warnes,,,
3365058892,-34.6017146,-58.4418062,Scalabrini Ortiz y Warnes,,,
3365065893,-34.6018129,-58.4420908,Scalabrini Ortiz y Warnes,,,
3365065894,-34.6018506,-58.4420747,Scalabrini Ortiz y Warnes,,,
3365065895,-34.5856423,-58.4168926,Scalabrini Ortiz y Santa Fe,,,
3365065896,-34.5857026,-58.4168477,Scalabrini Ortiz y Santa Fe,,,
3367301744,-34.6086329,-58.4248829,Díaz Vélez y Gascón,,,
3367301745,-34.6087142,-58.42482,Díaz Vélez y Gascón,,,
3367301746,-34.6085689,-58.4217208,Avenida Medrano,,,
3367301747,-34.6085727,-58.4219958,Avenida Medrano,,,
3367301748,-34.6086587,-58.4217273,Avenida Medrano,,,
3367301749,-34.6086522,-58.4219991,Avenida Medrano,,,
3367301750,-34.608704,-58.4279924,Díaz Vélez y Pringles,,,
3367301751,-34.6087894,-58.4279912,Díaz Vélez y Pringles,,,
3367301752,-34.6087411,-58.4301684,Díaz Vélez y Río de Janeiro,,,
3367301753,-34.6088283,-58.4301795,Díaz Vélez y Río de Janeiro,,,
3367301754,-34.6092495,-58.4124155,Mitre y Anchorena,,,
3367301755,-34.6092988,-58.4124163,Mitre y Anchorena,,,
3367301756,-34.6097259,-58.4201405,Mitre y Salguero,,,
3367301757,-34.6097655,-58.4201427,Mitre y Salguero,,,
3367301772,-34.6094119,-58.415186,Mitre y Bustamante,,,
3367301773,-34.6094777,-58.4151829,Mitre y Bustamante,,,
3367301776,-34.6095676,-58.4177406,Mitre y Bravo,,,
3367301777,-34.6096141,-58.417739,Mitre y Bravo,,,
3370076097,-34.608879,-58.4403086,Díaz Vélez y Acoyte,,,
3370076098,-34.6064323,-58.4431412,Olaya y Ángel Gallardo,,,
3370076099,-34.6064631,-58.4431861,Olaya y Ángel Gallardo,,,
