latitude,longitude
-34.691679,-58.4631199
-34.6920804,-58.4635363
-34.694608,-58.4662267
-34.694762,-58.4664976
-34.6890852,-58.4601587
-34.6892361,-58.4605187
-34.6809603,-58.4515048
-34.6810357,-58.4511296
-34.6851089,-58.4558983
-34.685226,-58.45616
-34.6772173,-58.4486111
-34.6774967,-58.4488831
-34.6726693,-58.4458135
-34.6729458,-58.4460772
-34.6689318,-58.4428776
-34.6690536,-58.4433262
-34.6665662,-58.4404513
-34.6667682,-58.4407888
-34.6597096,-58.4287763
-34.6600521,-58.4294523
-34.663654,-58.4372492
-34.663925,-58.4376993
-34.6616945,-58.4330679
-34.6621449,-58.4340525
-34.6575471,-58.4162898
-34.6295467,-58.3920241
-34.6302323,-58.3956075
-34.6317131,-58.4009231
-34.633744,-58.406247
-34.628659,-58.4007672
-34.6280402,-58.3964974
-34.6367479,-58.4149527
-34.6307919,-58.4068253
-34.6340337,-58.4107257
-34.6397296,-58.4189865
-34.6436363,-58.4238459
-34.6446004,-58.4250462
-34.6475694,-58.4279107
-34.6476544,-58.4281219
-34.6493752,-58.4299893
-34.6509451,-58.4319298
-34.6528727,-58.4342581
-34.6531934,-58.4347395
-34.6554481,-58.4380011
-34.659371,-58.4425102
-34.6597399,-58.4429948
-34.6615685,-58.4452936
-34.6619153,-58.4457841
-34.6638175,-58.4482077
-34.6639412,-58.4483932
-34.6710121,-58.4566281
-34.6711875,-58.456904
-34.6744009,-58.4603839
-34.6745796,-58.460703
-34.6789402,-58.4654581
-34.6790863,-58.465907
-34.6841794,-58.4692799
-34.5842784,-58.5167836
-34.5112045,-58.5255311
-34.7084489,-58.5174337
-34.7084638,-58.5174202
-34.7107616,-58.5236137
-34.7108004,-58.5235648
-34.7078813,-58.5151455
-34.7079234,-58.5151298
-34.7069094,-58.511293
-34.7069595,-58.5112716
-34.7089329,-58.519564
-34.7089818,-58.5195376
-34.7073932,-58.5131436
-34.7074114,-58.5131419
-34.6169069,-58.3808474
-34.6166721,-58.3810244
-34.6172623,-58.3808316
-34.6169735,-58.381012
-34.7035776,-58.4999057
-34.7036065,-58.4998751
-34.7099261,-58.534409
-34.7103285,-58.5342
-34.7103312,-58.5341183
-34.7102547,-58.5245105
-34.7102885,-58.5245414
-34.7088724,-58.5263449
-34.7089027,-58.5263773
-34.609991,-58.3813487
-34.6104614,-58.3811575
-34.7083165,-58.5332292
-34.7083766,-58.533131
-34.7084015,-58.5329912
-34.6960888,-58.4900105
-34.6961077,-58.4900576
-34.6084773,-58.3744539
-34.6085603,-58.3744431
-34.6825218,-58.4816228
-34.6829772,-58.4816894
-34.6830449,-58.4816075
-34.6932767,-58.4803873
-34.693308,-58.4804174
-34.7095446,-58.5275104
-34.7095737,-58.5274734
-34.694819,-58.4763264
-34.7018038,-58.4921268
-34.7018356,-58.492147
-34.7090117,-58.5269151
-34.709044,-58.5268675
-34.7037228,-58.4940697
-34.7037641,-58.4940208
-34.7130855,-58.5345131
-34.7077191,-58.5033539
-34.692831,-58.4781148
-34.6928693,-58.4781658
-34.6942303,-58.4783076
-34.6942782,-58.4783468
-34.5777876,-58.449425
-34.6187114,-58.4375931
-34.6198108,-58.440097
-34.6200193,-58.4405735
-34.6202526,-58.4410784
-34.6209653,-58.4427165
-34.5712576,-58.4457337
-34.617533,-58.4369673
-34.6180651,-58.4366892
-34.6186044,-58.4373987
-34.6200859,-58.4407094
-34.5803029,-58.4509188
-34.6178826,-58.4367893
-34.6184953,-58.4371531
-34.6205267,-58.4417213
-34.6206216,-58.4419426
-34.5961951,-58.452613
-34.6669067,-58.5109169
-34.6123425,-58.3681821
-34.6206807,-58.442081
-34.5775906,-58.4493177
-34.6185761,-58.4371046
-34.6186792,-58.4373442
-34.6187727,-58.4375601
-34.6122401,-58.3682007
-34.6669544,-58.5109671
-34.6175049,-58.436874
-34.6178474,-58.4366931
-34.6180329,-58.4365951
-34.5712984,-58.4456423
-34.5778331,-58.4493377
-34.6201033,-58.4405296
-34.6201633,-58.4406642
-34.6203315,-58.4410423
-34.6206993,-58.4418956
-34.62076,-58.4420402
-34.6210265,-58.4426751
-34.6198901,-58.4400505
-34.5961443,-58.4526038
-34.5803321,-58.4508363
-34.5708362,-58.4246377
-34.5746897,-58.4161446
-34.5813116,-58.4039374
-34.5785965,-58.407077
-34.5787615,-58.4072538
-34.5775677,-58.4098444
-34.6213591,-58.5255774
-34.6219505,-58.5266931
-34.6219837,-58.5267302
-34.6213192,-58.5255338
-34.589484,-58.3805219
-34.5896083,-58.3806232
-34.5867823,-58.3854767
-34.5868794,-58.3853024
-34.5869041,-58.3855787
-34.5870006,-58.3854072
-34.5833608,-58.3966132
-34.5834207,-58.3962763
-34.5978604,-58.3714506
-34.5978806,-58.3714942
-34.5981581,-58.3712898
-34.5981768,-58.3713515
-34.5823456,-58.4006076
-34.5825559,-58.4007409
-34.5852941,-58.3890898
-34.585354,-58.3889392
-34.5844472,-58.3926644
-34.5844931,-58.3925197
-34.5845572,-58.3927296
-34.584602,-58.3925793
-34.5901468,-58.3796943
-34.5919977,-58.3769723
-34.5996282,-58.438572
-34.599707,-58.4385027
-34.5944761,-58.4305289
-34.5944596,-58.4303372
-34.5945417,-58.4304658
-34.603464,-58.4407621
-34.6034878,-58.4408033
-34.6084634,-58.4373074
-34.6085047,-58.4373814
-34.6087504,-58.4340104
-34.608834,-58.4340158
-34.590502,-58.4245312
-34.5905797,-58.4244671
-34.5981952,-58.4363322
-34.5982733,-58.4362773
-34.5931072,-58.4284434
-34.5931717,-58.4283781
-34.5969351,-58.4343234
-34.5969788,-58.4342697
-34.5874895,-58.4198899
-34.5875658,-58.4198313
-34.5889162,-58.4220914
-34.5889837,-58.4220417
-34.6016806,-58.4418481
-34.6017146,-58.4418062
-34.6018129,-58.4420908
-34.6018506,-58.4420747
-34.5856423,-58.4168926
-34.5857026,-58.4168477
-34.6086329,-58.4248829
-34.6087142,-58.42482
-34.6085689,-58.4217208
-34.6085727,-58.4219958
-34.6086587,-58.4217273
-34.6086522,-58.4219991
-34.608704,-58.4279924
-34.6087894,-58.4279912
-34.6087411,-58.4301684
-34.6088283,-58.4301795
-34.6092495,-58.4124155
-34.6092988,-58.4124163
-34.6097259,-58.4201405
-34.6097655,-58.4201427
-34.6094119,-58.415186
-34.6094777,-58.4151829
-34.6095676,-58.4177406
-34.6096141,-58.417739
-34.608879,-58.4403086
-34.6064323,-58.4431412
-34.6064631,-58.4431861
-34.5919555,-58.4480302
-34.5920154,-58.4479481
-34.592045,-58.4481223
-34.5922365,-58.4483484
-34.5923084,-58.4482788
-34.5923947,-58.4485218
-34.5924521,-58.448436
-34.5991853,-58.4513098
-34.5992414,-58.4513364
-34.5822139,-58.4521349
-34.5822445,-58.4520741
-34.5822752,-58.4522225
-34.5823156,-58.4521217
-34.5861597,-58.4547207
-34.5862151,-58.4546245
-34.5865187,-58.4549731
-34.6156358,-58.437623
-34.6156372,-58.4376964
-34.6033861,-58.4460287
-34.6034139,-58.4460793
-34.6015153,-58.4477876
-34.6015382,-58.4478354
-34.5883988,-58.4522852
-34.5884843,-58.4523243
-34.588589,-58.4517645
-34.5886754,-58.4518119
-34.6046995,-58.4448495
-34.6047473,-58.444905
-34.6138735,-58.4379141
-34.613892,-58.4379655
-34.5997102,-58.4497197
-34.5997589,-58.4497456
-34.5988494,-58.4516922
-34.5550942,-58.4934658
-34.555194,-58.4931549
-34.6268596,-58.5294947
-34.6269118,-58.5294613
-34.5578082,-58.4107698
-34.5579828,-58.4105386
-34.5579171,-58.4104818
-34.5577372,-58.4107136
-34.5803716,-58.4513302
-34.5804166,-58.4511925
-34.5804585,-58.4513668
-34.5804988,-58.4512326
-34.5813533,-58.448738
-34.5814472,-58.4487949
-34.5776273,-58.4492197
-34.6050454,-58.4057107
-34.6041291,-58.4135495
-34.6042083,-58.4135663
-34.6037572,-58.4159124
-34.6038455,-58.4159318
-34.6028308,-58.4244312
-34.6029659,-58.4244647
-34.6072803,-58.4062336
-34.5791792,-58.4515753
-34.5931174,-58.4281279
-34.5941344,-58.4265764
-34.595262,-58.4250601
-34.602878,-58.4253287
-34.5940278,-58.4265419
-34.5952317,-58.4250057
-34.6027357,-58.4253003
-34.5825044,-58.4459763
-34.5930504,-58.4281965
-34.5792066,-58.4515212
-34.6364677,-58.4935059
-34.6365788,-58.4934739
-34.5862783,-58.398396
-34.5863254,-58.3984717
-34.636893,-58.4963863
-34.6369998,-58.496371
-34.5833014,-58.4024761
-34.5834293,-58.4025548
-34.5815362,-58.4160117
-34.5816437,-58.4160237
-34.5815868,-58.4147545
-34.5816057,-58.4145171
-34.5817151,-58.414761
-34.5817287,-58.4145197
-34.6372369,-58.4987792
-34.6372448,-58.498836
-34.6373285,-58.498752
-34.6373372,-58.4988206
-34.5831169,-58.406882
-34.5832436,-58.4069302
-34.598093,-58.4036182
-34.5981195,-58.4035125
-34.5977278,-58.403505
-34.5977516,-58.4034046
-34.5979644,-58.4035768
-34.5979871,-58.4034793
-34.6021404,-58.4048873
-34.6021559,-58.4047765
-34.5820506,-58.4107514
-34.6368619,-58.4961246
-34.6370544,-58.4980943
-34.5819182,-58.4107097
-34.6021446,-58.4208179
-34.6027438,-58.4209978
-34.6027531,-58.420903
-34.6029889,-58.4210141
-34.602995,-58.4209368
-34.597563,-58.4202115
-34.5975692,-58.4201498
-34.608364,-58.4215177
-34.6083551,-58.4216066
-34.6082366,-58.4215951
-34.6082393,-58.4215084
-34.596287,-58.4237105
-34.5963143,-58.4234294
-34.5963756,-58.4236795
-34.5963602,-58.4234437
-34.596495,-58.4204767
-34.596512,-58.4201813
-34.5965718,-58.4204169
-34.5965789,-58.4201505
-34.5761157,-58.4534239
-34.5761491,-58.4534409
-34.5786629,-58.4480066
-34.5787125,-58.4480426
-34.5768636,-58.4517122
-34.576899,-58.4517191
-34.5735194,-58.4589071
-34.5735624,-58.4589378
-34.5748983,-58.4560136
-34.5749397,-58.4560263
-34.5803131,-58.4489574
-34.5803291,-58.4488967
-34.6005413,-58.4206772
-34.6005529,-58.4205943
-34.6055387,-58.4212561
-34.6055395,-58.4213614
-34.605837,-58.4213737
-34.6058449,-58.4212831
-34.6092446,-58.4123047
-34.6092903,-58.4123027
-34.6095798,-58.4179406
-34.6096281,-58.4179443
-34.6094083,-58.4151087
-34.6094712,-58.4151072
-34.6260641,-58.4717207
-34.6260971,-58.4718274
-34.6262135,-58.471654
-34.626244,-58.4717537
-34.6200443,-58.474548
-34.620094,-58.4746397
-34.6202158,-58.4744137
-34.6202646,-58.4745051
-34.6087416,-58.4832359
-34.608812,-58.4831984
-34.6322705,-58.4758945
-34.6323948,-58.4758385
-34.5895586,-58.4655945
-34.589611,-58.4655097
-34.6054307,-58.474301
-34.6054694,-58.4742696
-34.605569,-58.4745234
-34.6056002,-58.4744893
-34.6313088,-58.4722431
-34.6314051,-58.472201
-34.6043233,-58.4725486
-34.6043652,-58.4725081
-34.6078609,-58.4795891
-34.6079085,-58.4795603
-34.5794762,-58.4504036
-34.5795016,-58.4503186
-34.5860917,-58.4545468
-34.6129281,-58.4802197
-34.6129764,-58.4803129
-34.6130488,-58.4801255
-34.6130955,-58.4802171
-34.6132399,-58.4799764
-34.6132998,-58.480068
-34.6225863,-58.4732813
-34.6226096,-58.4733962
-34.6228235,-58.4731747
-34.6228503,-58.4732913
-34.6098529,-58.4826627
-34.6099059,-58.4827495
-34.610009,-58.4825344
-34.6100838,-58.4826109
-34.6153037,-58.4783343
-34.6153513,-58.4784207
-34.6300958,-58.4699133
-34.6301207,-58.4699914
-34.6303767,-58.4697829
-34.630403,-58.4698924
-34.6171317,-58.4768671
-34.6171766,-58.476972
-34.617271,-58.4767541
-34.6173177,-58.4768589
-34.6358834,-58.4909173
-34.6359378,-58.4908921
-34.586706,-58.4625872
-34.5867691,-58.4625036
-34.6306872,-58.4700282
-34.6307906,-58.4699964
-34.6377795,-58.493416
-34.6377856,-58.4934859
-34.5841003,-58.4532733
-34.5945432,-58.4650739
-34.5945567,-58.4649782
-34.602619,-58.4700313
-34.6071049,-58.4771441
-34.6071249,-58.4772445
-34.607139,-58.4771145
-34.6071812,-58.4772024
-34.6350035,-58.487239
-34.635057,-58.4872229
-34.6343034,-58.4840197
-34.5864539,-58.4547808
-34.6500205,-58.416308
-34.6502239,-58.416399
-34.6503036,-58.4163122
-34.6505393,-58.4164015
-34.6510572,-58.4163111
-34.6513211,-58.4164072
-34.6513378,-58.4163095
-34.6516783,-58.4164087
-34.6524662,-58.4163424
-34.6527275,-58.4164152
-34.6527964,-58.4163491
-34.6530907,-58.4164196
-34.6543958,-58.4164466
-34.5115251,-58.5210168
-34.5108645,-58.5265744
-34.511692,-58.5283664
-34.5129223,-58.531052
-34.5148592,-58.5320477
-34.5165594,-58.534514
-34.5173704,-58.535697
-34.5184023,-58.5370597
-34.5102256,-58.5247816
-34.5173793,-58.5384273
-34.518869,-58.5405769
-34.5210957,-58.5432087
-34.5226144,-58.5449849
-34.5234268,-58.5458224
-34.557601,-58.487119
-34.5240369,-58.5115151
-34.524081,-58.5114904
-34.6186912,-58.4378289
-34.6187047,-58.4378718
-34.5910098,-58.3814818
-34.5165962,-58.5344775
-34.5129618,-58.5310241
-34.5174225,-58.5356167
-34.51028,-58.5248405
-34.5111638,-58.5255027
-34.5117336,-58.5283425
-34.5234523,-58.5457708
-34.5211239,-58.5431714
-34.5575558,-58.487144
-34.5174108,-58.538466
-34.5148948,-58.5320061
-34.5109103,-58.5265453
-34.5184342,-58.5370209
-34.5226589,-58.5449393
-34.5188732,-58.5405672
-34.5976234,-58.3931601
-34.597898,-58.3917441
-34.5957764,-58.3889428
-34.5376516,-58.4757264
-34.596976,-58.3820823
-34.5971314,-58.3818948
-34.5987029,-58.3817924
-34.598486,-58.3819718
-34.5997991,-58.3819082
-34.5997535,-58.3817266
-34.6020266,-58.3817967
-34.6022939,-58.3816123
-34.605531,-58.3814383
-34.6056414,-58.3816039
-34.6078768,-58.3814697
-34.6080868,-58.3812888
-34.6109949,-58.3813065
-34.611145,-58.3811257
-34.6148191,-58.3811175
-34.6159055,-58.3810547
-34.6150128,-58.3809383
-34.6158139,-58.3809009
-34.6189464,-58.3807819
-34.5947506,-58.3784509
-34.5949735,-58.3781966
-34.5949852,-58.3783664
-34.5954648,-58.3774045
-34.5949547,-58.3780577
-34.5953145,-58.3775722
-34.5953777,-58.3775119
-34.5915306,-58.3742016
-34.5914367,-58.3743131
-34.592168,-58.3749128
-34.592371,-58.37508
-34.5920664,-58.3748293
-34.5919649,-58.3747457
-34.5922227,-58.3747708
-34.5922695,-58.3749964
-34.5918279,-58.3744449
-34.5923324,-58.3748627
-34.5913245,-58.3742238
-34.5924302,-58.3749365
-34.5921346,-58.3747008
-34.5920273,-58.3746173
-34.5919187,-58.3745177
-34.5915982,-58.3742642
-34.5671293,-58.4907157
-34.5671529,-58.4907674
-34.5584621,-58.4887438
-34.5584856,-58.4888008
-34.5651616,-58.4923027
-34.5651416,-58.4922649
-34.5638528,-58.4932488
-34.5638363,-58.4932009
-34.5631442,-58.492024
-34.5631783,-58.4919953
-34.5613263,-58.488241
-34.5613787,-58.4882076
-34.5709502,-58.4877847
-34.5709097,-58.4877339
-34.5966888,-58.4500559
-34.5966457,-58.4500152
-34.596286,-58.4481204
-34.5962461,-58.4481611
-34.595065,-58.4460897
-34.5950284,-58.446046
-34.5991354,-58.4415712
-34.5990924,-58.4415233
-34.6007703,-58.4398091
-34.6007282,-58.4397608
-34.6031615,-58.4376161
-34.6031244,-58.4375776
-34.6031381,-58.4338231
-34.6031134,-58.4337828
-34.6040836,-58.4327269
-34.6040395,-58.4327503
-34.6065276,-58.4057051
-34.6064824,-58.4057092
-34.6040341,-58.4302597
-34.6039902,-58.4302594
-34.6042412,-58.4267762
-34.6042037,-58.4267741
-34.6045485,-58.4239036
-34.6045058,-58.4239052
-34.6049416,-58.4208879
-34.6048764,-58.4208841
-34.6053567,-58.4178499
-34.6053091,-58.4178436
-34.6057348,-58.4156106
-34.605688,-58.4156048
-34.6061684,-58.4133889
-34.6061305,-58.4133859
-34.606701,-58.4093986
-34.6066573,-58.4094006
-34.5951796,-58.3804431
-34.6109918,-58.3812423
-34.6111493,-58.3811849
-34.6077975,-58.3813691
-34.6075679,-58.3814307
-34.608092,-58.3813536
-34.6078767,-58.3814189
-34.6134393,-58.381134
-34.613637,-58.3810675
-34.6137966,-58.3811139
-34.6169066,-58.3808922
-34.6166684,-58.3809817
-34.6172586,-58.3808931
-34.6169746,-58.3809461
-34.5997536,-58.3818038
-34.5994682,-58.3818617
-34.6000356,-58.3817805
-34.5997978,-58.3818461
-34.6189479,-58.3808311
-34.6188075,-58.3808934
-34.6191892,-58.3808834
-34.6191896,-58.3809429
-34.6194136,-58.3808319
-34.6099905,-58.3812934
-34.6101913,-58.3812289
-34.6104614,-58.3812148
-34.6103721,-58.3812816
-34.6179965,-58.3809156
-34.6182956,-58.3808504
-34.6067393,-58.3814241
-34.6064225,-58.3814996
-34.6068182,-58.3814779
-34.6070516,-58.3814119
-34.5971317,-58.3819678
-34.5969712,-58.3820311
-34.6158174,-58.3809536
-34.615558,-58.3810125
-34.6161889,-58.3809391
-34.6159029,-58.380995
-34.6019339,-58.3816943
-34.6016723,-58.3817649
-34.6020219,-58.3817412
-34.6022981,-58.3816798
-34.6052389,-58.381559
-34.6055342,-58.3814911
-34.6059035,-58.3814883
-34.6056296,-58.3815357
-34.5984262,-58.3818773
-34.5981106,-58.3819412
-34.5987034,-58.3818447
-34.5984772,-58.3819286
-34.5961447,-58.3820941
-34.5958667,-58.3821876
-34.5964719,-58.382062
-34.5962269,-58.3821462
-34.6007941,-58.3817434
-34.6005142,-58.3818115
-34.6008692,-58.3817853
-34.6011497,-58.3817115
-34.6146843,-58.3810104
-34.6144402,-58.3810745
-34.6150141,-58.3810002
-34.6148129,-58.381062
-34.5913767,-58.3741644
-34.5916347,-58.3741847
-34.5919545,-58.3744635
-34.5920947,-58.3747577
-34.5920707,-58.3745559
-34.5921673,-58.3746318
-34.5921987,-58.3748427
-34.5922626,-58.3747057
-34.5923059,-58.3749302
-34.5924062,-58.3750121
-34.5924774,-58.3748804
-34.5950573,-58.3780346
-34.5950815,-58.3783501
-34.5952491,-58.3774952
-34.5953978,-58.3773245
-34.5952628,-58.3804335
-34.5722593,-58.4105995
-34.5723462,-58.4107087
-34.5693472,-58.40978
-34.5694315,-58.4096675
-34.5775473,-58.4174788
-34.577612,-58.417539
-34.5776246,-58.4172514
-34.5776765,-58.4173126
-34.5881661,-58.4112226
-34.5882376,-58.4112801
-34.5735602,-58.4087464
-34.5736077,-58.4086759
-34.5736382,-58.4088301
-34.573689,-58.4087579
-34.5823176,-58.4198993
-34.5824018,-58.4199626
-34.5754822,-58.4157116
-34.5755175,-58.415354
-34.5709771,-58.411445
-34.570982,-58.4113977
-34.5766614,-58.4095733
-34.5836537,-58.4179578
-34.5838386,-58.4176827
-34.5838908,-58.4176025
-34.5837767,-58.4179688
-34.5839795,-58.4176692
-34.5840133,-58.4174129
-34.5841081,-58.4174832
-34.584066,-58.4173302
-34.5841616,-58.4174057
-34.5804611,-58.4203775
-34.5805191,-58.4202603
-34.5947514,-58.3785227
-34.576939,-58.4170699
-34.5769982,-58.4169575
-34.5730239,-58.4133682
-34.5730795,-58.4132853
-34.5872652,-58.4127582
-34.587318,-58.4128181
-34.5874106,-58.412536
-34.5874819,-58.4126073
-34.5858523,-58.4147149
-34.58593,-58.4147883
-34.5812881,-58.4196323
-34.5814116,-58.4196279
-34.5742708,-58.4089947
-34.576857,-58.4169854
-34.57935,-58.4193347
-34.6159341,-58.5275014
-34.6196932,-58.5276575
-34.6203771,-58.5288209
-34.6158737,-58.527551
-34.592862,-58.3796003
-34.619734,-58.5276954
-34.6203447,-58.5287859
-34.540584,-58.4808628
-34.540647,-58.480819
-34.5328946,-58.5019373
-34.6150961,-58.4097593
-34.6026009,-58.5424371
-34.6026307,-58.5424118
-34.6031673,-58.5416226
-34.6031879,-58.541589
-34.5913506,-58.4470862
-34.5911868,-58.446887
-34.5913477,-58.4481063
-34.593278,-58.4460035
-34.5840888,-58.466686
-34.5912223,-58.4482329
-34.5840437,-58.466818
-34.5915329,-58.4472785
-34.5911506,-58.4481754
-34.5912813,-58.4480395
-34.5864015,-58.457715
-34.5864911,-58.4577693
-34.5912913,-58.4471487
-34.5914698,-58.4473412
-34.5932317,-58.445934
-34.584941,-58.4638547
-34.5850007,-58.4636785
-34.5850085,-58.4638958
-34.5850635,-58.4637205
-34.5839662,-58.4667798
-34.5840048,-58.4666517
-34.5239858,-58.4725398
-34.6102518,-58.5302027
-34.5194392,-58.5136654
-34.5194574,-58.5136951
-34.5240184,-58.4726471
-34.58034,-58.4300738
-34.6337787,-58.5219521
-34.6338541,-58.5216842
-34.6339415,-58.5225883
-34.6339662,-58.5227261
-34.6339848,-58.5218645
-34.6340364,-58.5225493
-34.6340683,-58.5226828
-34.6343604,-58.5238509
-34.6344588,-58.5238127
-34.6344902,-58.5244955
-34.6345028,-58.5246273
-34.634606,-58.5244797
-34.6346173,-58.5246181
-34.6345809,-58.5258068
-34.6346939,-58.5257988
-34.5802961,-58.4301275
-34.5002241,-58.5453383
-34.5003414,-58.5450992
-34.5749629,-58.4067883
-34.5750437,-58.4068638
-34.5878573,-58.3831435
-34.5897102,-58.3797888
-34.5898381,-58.3798578
-34.7116285,-58.3706454
-34.7141715,-58.3732983
-34.7152906,-58.374493
-34.7161044,-58.3753297
-34.7176974,-58.3770053
-34.7199951,-58.3793689
-34.7208666,-58.3802814
-34.7216493,-58.3811005
-34.7232214,-58.3827527
-34.7248628,-58.384471
-34.7262442,-58.385924
-34.7280958,-58.387854
-34.7299117,-58.3898115
-34.7319247,-58.3899815
-34.7343139,-58.3900138
-34.7365484,-58.390412
-34.7368326,-58.3917424
-34.7388569,-58.3922727
-34.7411579,-58.3927139
-34.6300082,-58.3704992
-34.6300255,-58.3706078
-34.632931,-58.3702642
-34.6329354,-58.3703456
-34.6442607,-58.3685492
-34.6442675,-58.3686321
-34.6470943,-58.3728849
-34.6471015,-58.3729446
-34.6626314,-58.3646674
-34.6656365,-58.3599855
-34.6656806,-58.3599329
-34.6765215,-58.3656159
-34.6765568,-58.3655696
-34.6821014,-58.3706053
-34.682138,-58.3705823
-34.6880523,-58.3690743
-34.6880583,-58.3691008
-34.6895437,-58.3672689
-34.689555,-58.3673011
-34.690669,-58.3658712
-34.6906822,-58.3659075
-34.694683,-58.3670368
-34.6947255,-58.3669881
-34.6978543,-58.3703679
-34.6978961,-58.3703244
-34.7000146,-58.3730951
-34.7000559,-58.3730554
-34.7042911,-58.3677233
-34.7042978,-58.3677454
-34.705482,-58.3660614
-34.7054877,-58.3660916
-34.7116034,-58.3706831
-34.7141437,-58.3733421
-34.7152661,-58.3745298
-34.7160678,-58.3753781
-34.7176549,-58.3770461
-34.7199325,-58.3794646
-34.7208111,-58.3803684
-34.7215878,-58.3811825
-34.7231622,-58.3828117
-34.7248088,-58.3845285
-34.7261819,-58.3859854
-34.7280266,-58.3879294
-34.7298736,-58.3898533
-34.7319209,-58.3900751
-34.7343071,-58.3901061
-34.7364667,-58.3904196
-34.7368258,-58.3918117
-34.738841,-58.3923485
-34.7457792,-58.3936274
-34.7483954,-58.3941168
-34.5749627,-58.4474459
-34.6377788,-58.5027235
-34.6379542,-58.5024117
-34.6376311,-58.5016192
-34.6376103,-58.5000365
-34.6375083,-58.5000615
-34.6377245,-58.5016044
-34.6378436,-58.5024306
-34.6378829,-58.5027027
-34.5397742,-58.4764136
-34.5398075,-58.4763956
-34.5391294,-58.4760199
-34.538759,-58.4755419
-34.6392838,-58.5237061
-34.6392756,-58.5236411
-34.5387527,-58.4759483
-34.5386959,-58.47584
-34.5387728,-58.4759979
-34.5387229,-58.4758953
-34.5389582,-58.4756789
-34.5389781,-58.4757279
-34.5392635,-58.4756386
-34.539281,-58.4756778
-34.5393958,-58.4753651
-34.5394313,-58.4754064
-34.5396141,-58.4753759
-34.5396228,-58.4751955
-34.539651,-58.4754214
-34.5396521,-58.4752395
-34.5398542,-58.4751963
-34.539883,-58.4752478
-34.5410426,-58.4741533
-34.5410711,-58.4741957
-34.5413139,-58.4739554
-34.5413418,-58.4740005
-34.541795,-58.4736086
-34.5418245,-58.4736478
-34.542094,-58.4733793
-34.5421195,-58.4734212
-34.5424105,-58.4730671
-34.5424413,-58.473099
-34.5426707,-58.47287
-34.5427045,-58.4729078
-34.5431496,-58.4725233
-34.5431746,-58.4725581
-34.5434329,-58.4723161
-34.5434578,-58.4723497
-34.5441192,-58.4718919
-34.5441399,-58.4719272
-34.5443936,-58.4716874
-34.5444133,-58.47172
-34.5448516,-58.4713419
-34.5448778,-58.4713814
-34.5451322,-58.4711368
-34.5451551,-58.4711809
-34.5454395,-58.4708255
-34.5454697,-58.4708637
-34.5457074,-58.4706297
-34.5457363,-58.4706634
-34.5462111,-58.4702508
-34.5462505,-58.4702904
-34.5470993,-58.4696665
-34.5471252,-58.4697104
-34.5474025,-58.4694298
-34.5474267,-58.4694609
-34.5478106,-58.4691086
-34.547836,-58.4691457
-34.5480893,-58.4688868
-34.548111,-58.4689285
-34.5486004,-58.4683874
-34.5486319,-58.4684231
-34.5490765,-58.4679978
-34.5491123,-58.4680386
-34.5493277,-58.4678026
-34.5493585,-58.4678471
-34.5495039,-58.4676585
-34.549535,-58.467705
-34.5503717,-58.4670718
-34.5503981,-58.4671099
-34.5506549,-58.4668415
-34.5506836,-58.466882
-34.5511284,-58.466472
-34.551147,-58.4665024
-34.5514561,-58.4662075
-34.5514828,-58.4662469
-34.5517738,-58.4658372
-34.5518033,-58.4658765
-34.5521394,-58.4655449
-34.552173,-58.4655902
-34.5524719,-58.4652847
-34.5525096,-58.4653171
-34.5528187,-58.4649964
-34.5528506,-58.4650403
-34.553149,-58.4647389
-34.5531812,-58.4647721
-34.5538465,-58.4642069
-34.5538746,-58.4642454
-34.5542781,-58.4637702
-34.5543043,-58.4638122
-34.5546003,-58.4632932
-34.5546387,-58.4633333
-34.5548906,-58.4631809
-34.5549173,-58.4632207
-34.5549836,-58.4629029
-34.5550284,-58.4629377
-34.555264,-58.4627872
-34.5553,-58.4628191
-34.5556198,-58.4623034
-34.5556604,-58.4623488
-34.5558081,-58.4621304
-34.5558504,-58.4621672
-34.5561764,-58.4617965
-34.5562185,-58.461834
-34.5566061,-58.4613955
-34.5566425,-58.4614435
-34.5569363,-58.4610844
-34.5569771,-58.4611353
-34.5515081,-58.4960023
-34.5515502,-58.4959799
-34.5426134,-58.4776675
-34.5580767,-58.4669283
-34.558119,-58.4669826
-34.5903885,-58.4359299
-34.5425866,-58.4775785
-34.5912516,-58.4075564
-34.5343903,-58.4802253
-34.5426928,-58.4436415
-34.5425375,-58.4441351
-34.5424244,-58.4445184
-34.5426363,-58.4438238
-34.5425796,-58.4440068
-34.5428524,-58.4431287
-34.5425939,-58.443756
-34.5426486,-58.443583
-34.5428011,-58.4431015
-34.542871,-58.4428509
-34.542257,-58.4448644
-34.6117093,-58.469141
-34.6117503,-58.4692037
-34.596799,-58.4778679
-34.5968263,-58.4778006
-34.5763445,-58.4764646
-34.5763774,-58.4764297
-34.622523,-58.4598338
-34.6226059,-58.4597848
-34.6244337,-58.4582413
-34.6244782,-58.4583289
-34.6261258,-58.4570718
-34.6261625,-58.4571421
-34.6318763,-58.4743737
-34.6320004,-58.4743382
-34.5985916,-58.4785278
-34.5986078,-58.4784487
-34.5841982,-58.4725387
-34.5842291,-58.4726228
-34.5818232,-58.4738634
-34.5818676,-58.4739303
-34.5649558,-58.4611462
-34.5691117,-58.462129
-34.5691521,-58.4621807
-34.633605,-58.4813783
-34.6337166,-58.4813347
