latitude,longitude
-34.7130946,-58.5344125
-34.7061968,-58.5330067
-34.5548073,-58.5027199
-34.5490342,-58.4831966
-34.5979842,-58.4352597
-34.5986916,-58.4363171
-34.5475424,-58.4906297
-34.5418643,-58.4456834
-34.5421912,-58.4448296
-34.5454733,-58.4395313
-34.5375621,-58.475547
-34.5368499,-58.4761921
-34.5367999,-58.475927
-34.5377061,-58.4756995
-34.7400515,-58.3981368
-34.5810581,-58.4741215
-34.5815331,-58.4745339
-34.6297095,-58.4944994
-34.629425,-58.495091
-34.6315835,-58.4921092
-34.6313782,-58.4925905
-34.6336967,-58.4896382
-34.6332788,-58.4899717
-34.6306257,-58.4937213
-34.5475085,-58.490571
-34.5483613,-58.4963568
-34.6292244,-58.4884026
-34.542312,-58.4842491
-34.7457881,-58.3935724
-34.5441791,-58.4963271
-34.5435121,-58.4965619
-34.5438116,-58.4954581
-34.5146764,-58.5189723
-34.5147591,-58.5202493
-34.5271267,-58.5077681
-34.527554,-58.5084635
-34.5379483,-58.5012002
-34.538125,-58.5000521
-34.5190212,-58.5144198
-34.5193494,-58.5151506
-34.5339544,-58.5029229
-34.5343751,-58.5036632
-34.52304,-58.5107598
-34.5234067,-58.5114938
-34.5146566,-58.5189442
-34.5230289,-58.5107183
-34.5234295,-58.5115154
-34.5343965,-58.503688
-34.5075867,-58.5322783
-34.5077179,-58.5303723
-34.5044487,-58.5371383
-34.5051658,-58.5372901
-34.5099808,-58.5257033
-34.5104099,-58.5265975
-34.5044229,-58.5371199
-34.5051815,-58.5373073
-34.507611,-58.5322932
-34.5076998,-58.5303535
-34.6022073,-58.5132415
-34.601872,-58.5128657
-34.611311,-58.4391757
-34.5979387,-58.4506588
-34.6111532,-58.4392509
-34.6111033,-58.4390744
-34.61204,-58.4386506
-34.602899,-58.5248853
-34.5948081,-58.5030703
-34.5999687,-58.5171006
-34.6002767,-58.5209108
-34.5987823,-58.5184346
-34.6013952,-58.5157636
-34.6018275,-58.5234101
-34.6015938,-58.5139539
-34.5998749,-58.511112
-34.5973827,-58.5070509
-34.5553761,-58.4488234
-34.5553326,-58.4487383
-34.5578437,-58.4546847
-34.557868,-58.4547245
-34.6336328,-58.5195308
-34.6331949,-58.5200065
-34.5801233,-58.4198876
-34.5801948,-58.4199553
-34.5802789,-58.4200365
-34.5804204,-58.4201669
-34.6558571,-58.4385331
-34.5509951,-58.4407868
-34.5629197,-58.4583258
-34.7480723,-58.3942322
-34.5616544,-58.4488328
-34.5617069,-58.4487922
-34.5357004,-58.4682648
-34.535915,-58.4681593
-34.5631496,-58.4560751
-34.5590505,-58.4497589
-34.562149,-58.4543762
-34.5589702,-58.4499132
-34.5609223,-58.4523121
-34.5593885,-58.4491673
-34.5595713,-58.4488538
-34.5588811,-58.4495595
-34.5595108,-58.4487886
-34.5584461,-58.4482572
-34.5631071,-58.4560952
-34.5621042,-58.4544085
-34.5608845,-58.4523385
-34.5593147,-58.4491176
-34.7062847,-58.4789248
-34.575832,-58.4136949
-34.5612722,-58.4555537
-34.5680035,-58.4852524
-34.576387,-58.4484282
-34.575726,-58.4483171
-34.5749178,-58.4474261
-34.5779304,-58.4496084
-34.7079139,-58.5455604
-34.5979261,-58.5208422
-34.6017974,-58.523438
-34.600257,-58.520921
-34.5987511,-58.5184604
-34.602879,-58.5248802
-34.5579025,-58.4521627
-34.5579443,-58.4521295
-34.5395153,-58.4657299
-34.5415662,-58.4697742
-34.5416249,-58.4700017
-34.5428684,-58.4724634
-34.5428996,-58.4724392
-34.5056449,-58.5085516
-34.5066459,-58.5080392
-34.5395848,-58.4750564
-34.5406354,-58.4751655
-34.5406531,-58.4752187
-34.5397538,-58.4644218
-34.5397914,-58.4645158
-34.5541666,-58.4498614
-34.5542298,-58.4499274
-34.5450861,-58.4877422
-34.5451466,-58.4877008
-34.5441176,-58.4858985
-34.5441732,-58.485862
-34.5431584,-58.4840654
-34.5432019,-58.4840338
-34.5419142,-58.4809457
-34.5419684,-58.4809234
-34.539297,-58.4755739
-34.538459,-58.4760865
-34.5403964,-58.4803294
-34.5403439,-58.4803576
-34.5424018,-58.4841986
-34.5394757,-58.4657523
-34.5595325,-58.4545555
-34.5595155,-58.454519
-34.5598606,-58.4557345
-34.5598329,-58.4556835
-34.5613496,-58.4552994
-34.5610803,-58.455033
-34.5611396,-58.4549335
-34.5609922,-58.4548839
-34.5610656,-58.4547865
-34.5584644,-58.4501572
-34.5588348,-58.4495352
-34.5385949,-58.4767178
-34.5386441,-58.4766825
-34.542765,-58.4429703
-34.542378,-58.4444721
-34.6011477,-58.3816596
-34.6070497,-58.3813524
-34.6182991,-58.3807888
-34.5999202,-58.4517554
-34.6003074,-58.4523853
-34.6111979,-58.4676449
-34.6141697,-58.472486
-34.6148228,-58.4728769
-34.6114316,-58.4681437
-34.6218745,-58.4805692
-34.6222239,-58.4810073
-34.59458,-58.4440112
-34.5949307,-58.4445813
-34.6071793,-58.4624049
-34.6075495,-58.4630072
-34.5969338,-58.4474178
-34.5972448,-58.4479214
-34.6178312,-58.4758584
-34.6183323,-58.4763304
-34.6042585,-58.4581501
-34.6047252,-58.4588339
-34.5920966,-58.4404536
-34.5924139,-58.4409512
-34.5851855,-58.4344795
-34.5855169,-58.4349856
-34.5816732,-58.4298044
-34.582067,-58.4303011
-34.5454061,-58.439514
-34.5454059,-58.4395422
-34.6007894,-58.3816825
-34.6005155,-58.3818597
-34.6008663,-58.3818396
-34.6064211,-58.3815439
-34.6134433,-58.3811885
-34.6140188,-58.380993
-34.6180009,-58.3809632
-34.6067401,-58.3813667
-34.6068181,-58.3815301
-34.613633,-58.3810129
-34.6138017,-58.3811725
-34.6384345,-58.5300746
-34.6384289,-58.5300299
-34.6381951,-58.5300874
-34.6381949,-58.530023
-34.6383112,-58.5300789
-34.6382989,-58.5300355
-34.6379555,-58.5300949
-34.6379591,-58.530028
-34.6381663,-58.529937
-34.5429263,-58.4428898
-34.5453009,-58.439509
-34.5979068,-58.4506137
-34.6111199,-58.4391652
-34.5510718,-58.4991328
-34.6089742,-58.4071592
-34.6333456,-58.5141877
-34.633606,-58.5134861
-34.6296891,-58.4951215
-34.6293535,-58.494572
-34.6293807,-58.4950414
-34.6297561,-58.4945622
-34.6271804,-58.4913845
-34.6268806,-58.4908028
-34.6291744,-58.4883572
-34.6343721,-58.507077
-34.6342833,-58.5063965
-34.6323132,-58.501364
-34.6320289,-58.5006341
-34.625238,-58.4862496
-34.6250401,-58.4856163
-34.6016707,-58.369186
-34.5052678,-58.5376482
-34.5065596,-58.5363409
-34.6347965,-58.5329471
-34.6348039,-58.5330348
-34.6347688,-58.5255876
-34.5773705,-58.426463
-34.6385557,-58.3572011
-34.6120697,-58.4387276
-34.6802932,-58.4933591
-34.5957773,-58.3890059
-34.5957918,-58.3897339
-34.5958427,-58.3920581
-34.5956471,-58.3919588
-34.597978,-58.3931241
-34.5978006,-58.3931421
-34.5971362,-58.3947686
-34.5957933,-58.3950818
-34.5958584,-58.3928922
-34.5958551,-58.392789
-34.5958499,-58.3925395
-34.5957732,-58.3888101
-34.5957865,-58.3894788
-34.5939554,-58.3931133
-34.5611626,-58.4553496
-34.5601272,-58.4532456
-34.5600034,-58.4530326
-34.5600572,-58.4533016
-34.559931,-58.453088
-34.559748,-58.4527811
-34.559672,-58.4528478
-34.5595513,-58.4526365
-34.5572044,-58.4486908
-34.5563589,-58.4480977
-34.557242,-58.4486599
-34.5596286,-58.4525796
-34.5432136,-58.4731675
-34.541606,-58.4697456
-34.55581,-58.4630476
-34.5557661,-58.4633032
-34.5561554,-58.4640517
-34.5558251,-58.463262
-34.5557416,-58.4631025
-34.5562156,-58.4640083
-34.5611086,-58.4552621
-34.5611832,-58.4552072
-34.5814755,-58.4745984
-34.5811258,-58.4740762
-34.6090057,-58.4075204
-34.6101882,-58.4069771
-34.6102026,-58.4071614
-34.5495728,-58.4925795
-34.5568392,-58.4454737
-34.5552709,-58.4454657
-34.5564904,-58.4475131
-34.5567897,-58.445514
-34.5553152,-58.445421
-34.5565338,-58.4474743
-34.6339447,-58.5216709
-34.6338829,-58.5219054
-34.5633144,-58.4515148
-34.5600475,-58.4474292
-34.5601623,-58.4471034
-34.563267,-58.4515545
-34.5601211,-58.4474659
-34.5602394,-58.4471277
-34.7153164,-58.4511986
-34.6383493,-58.5272508
-34.6383825,-58.527247
-34.5608909,-58.4460449
-34.5607629,-58.4462765
-34.5607091,-58.4462318
-34.5608467,-58.4460019
-34.5580844,-58.4597213
-34.5577264,-58.4560765
-34.558001,-58.4595792
-34.5547959,-58.4541744
-34.5581797,-58.4572721
-34.5577524,-58.4561126
-34.5581311,-58.459682
-34.554844,-58.4541397
-34.5580519,-58.4595462
-34.5581386,-58.4573027
-34.6109029,-58.4076368
-34.5679683,-58.4852729
-34.5510248,-58.4408205
-34.6013378,-58.515799
-34.6015544,-58.5139817
-34.5998096,-58.51116
-34.5999354,-58.517044
-34.5973334,-58.5070938
-34.5440749,-58.4383999
-34.5701856,-58.5093218
-34.5793532,-58.4908228
-34.5459286,-58.4622691
-34.5472615,-58.4649758
-34.5610578,-58.4549949
-34.5609889,-58.4550435
-34.5530659,-58.4506773
-34.5449588,-58.4603461
-34.609837,-58.4060771
-34.5584783,-58.4482316
-34.5592835,-58.4490018
-34.5593592,-58.449043
-34.5594305,-58.4593816
-34.5593959,-58.4594067
-34.5817404,-58.3955403
-34.5760123,-58.4042745
-34.5757379,-58.4139283
-34.6062774,-58.3769824
-34.6355567,-58.3682429
-34.6391558,-58.361023
-34.6319726,-58.4839052
-34.6319832,-58.4839301
-34.5996065,-58.3825483
-34.6150082,-58.4525512
-34.5501622,-58.4531968
-34.5467766,-58.4570613
-34.5468456,-58.4571497
-34.5502333,-58.453237
-34.5450259,-58.4592247
-34.5451015,-58.4593051
-34.536273,-58.4664487
-34.5363031,-58.4665399
-34.5531156,-58.4507684
-34.5386596,-58.4649724
-34.5422977,-58.4624084
-34.5422279,-58.462339
-34.5495341,-58.4925098
-34.545953,-58.4622294
-34.5473094,-58.4649412
-34.5450074,-58.4603159
-34.5588848,-58.4498421
-34.5947938,-58.5030908
-34.5757607,-58.4482037
-34.576356,-58.4485272
-34.5778883,-58.449585
-34.6305706,-58.4937395
-34.6313446,-58.4925412
-34.6316398,-58.4921737
-34.6333216,-58.4900303
-34.633666,-58.4896088
-34.5987371,-58.436364
-34.5986097,-58.4368066
-34.5612781,-58.4577648
-34.515527,-58.4883061
-34.5045755,-58.4940054
-34.5037187,-58.4996873
-34.5043384,-58.4943353
-34.5034297,-58.494815
-34.5026995,-58.4954008
-34.503665,-58.4975314
-34.5290569,-58.4866989
-34.5302113,-58.4891592
-34.5307732,-58.4903443
-34.521514,-58.5132392
-34.5215461,-58.513286
-34.7091001,-58.5295336
-34.5522495,-58.4381148
-34.5533699,-58.4399007
-34.5541116,-58.4411406
-34.5522212,-58.4380702
-34.5534245,-58.4398544
-34.5541561,-58.4410911
-34.6409028,-58.5289333
-34.6413081,-58.5289116
-34.6411323,-58.5289259
-34.6407888,-58.5289436
-34.6406548,-58.5289453
-34.6116714,-58.5285833
-34.6055342,-58.5256962
-34.6406582,-58.5290141
-34.6407941,-58.5290069
-34.5695322,-58.4889087
-34.597424,-58.4434812
-34.5831424,-58.4693145
-34.572411,-58.4866049
-34.5956262,-58.451209
-34.5920275,-58.4492932
-34.5900273,-58.4514317
-34.5957542,-58.4453453
-34.5873097,-58.4541394
-34.5736687,-58.485215
-34.5622719,-58.4901989
-34.5597635,-58.4879152
-34.58202,-58.4728095
-34.5776079,-58.4812526
-34.5792266,-58.4784978
-34.57587,-58.4838572
-34.5546883,-58.4889344
-34.5490156,-58.4831624
-34.5491798,-58.4832411
-34.5507206,-58.452951
-34.5509031,-58.4527916
-34.5515303,-58.4486527
-34.5499877,-58.4460707
-34.5515819,-58.448604
-34.5524236,-58.4513703
-34.5500557,-58.44603
-34.5506627,-58.4528718
-34.5508533,-58.4527101
-34.5552312,-58.4427688
-34.5539821,-58.4406674
-34.5539327,-58.4407162
-34.5551911,-58.4428091
-34.6193164,-58.5314311
-34.5015569,-58.5453308
-34.5988354,-58.4396121
-34.5066076,-58.5080667
-34.5021216,-58.5007323
-34.501183,-58.4990114
-34.5696,-58.4445337
-34.5682192,-58.44317
-34.5655633,-58.4406001
-34.5655236,-58.440176
-34.5644681,-58.4411173
-34.5672224,-58.4436041
-34.5697655,-58.4361643
-34.5682009,-58.4374369
-34.574005,-58.4321358
-34.5777009,-58.4274278
-34.5817168,-58.4147298
-34.5829723,-58.4077967
-34.5818816,-58.4119169
-34.5840123,-58.4010731
-34.586424,-58.3983673
-34.587881,-58.3967254
-34.5895552,-58.3945892
-34.5930654,-58.3929178
-34.5912588,-58.3924974
-34.5957546,-58.3879526
-34.5956255,-58.3849711
-34.5955553,-58.3839581
-34.5941537,-58.3900418
-34.5958303,-58.3916375
-34.595403,-58.3933088
-34.6039204,-58.3843503
-34.6188057,-58.3809472
-34.6194189,-58.3807745
-34.6144433,-58.381136
-34.6146863,-58.3809614
-34.5981217,-58.3819988
-34.5984235,-58.3818195
-34.6075743,-58.3814816
-34.6016687,-58.3818046
-34.601935,-58.38163
-34.6078004,-58.3813064
-34.5691309,-58.4453782
-34.5691588,-58.4453442
-34.5703752,-58.4449564
-34.5703254,-58.445062
-34.5377347,-58.4672929
-34.5619245,-58.4448202
-34.5655754,-58.4400034
-34.5635268,-58.4386224
-34.5630193,-58.4399957
-34.5656229,-58.4400614
-34.5634878,-58.4386792
-34.5629733,-58.4399566
-34.5618953,-58.4447725
-34.5647151,-58.4396931
-34.5646828,-58.4397496
-34.6038808,-58.38435
-34.5424694,-58.4798126
-34.5387823,-58.4770073
-34.5387585,-58.4772219
-34.5417886,-58.4777864
-34.5418334,-58.477766
-34.5425132,-58.4797871
-34.7384604,-58.392406
-34.5957819,-58.389281
-34.5958454,-58.3922119
-34.5629422,-58.4772037
-34.5370936,-58.4660571
-34.5371448,-58.4661493
-34.5648402,-58.4611072
-34.5514821,-58.4977079
-34.5505137,-58.4959117
-34.5495152,-58.4940394
-34.5443685,-58.4603172
-34.5479,-58.4560212
-34.5494892,-58.4940602
-34.5504722,-58.4959414
-34.562477,-58.4755763
-34.5478306,-58.4559654
-34.544293,-58.4602479
-34.551833,-58.4664372
-34.5518745,-58.4664119
-34.5061469,-58.5363859
-34.6396906,-58.5311547
-34.6405092,-58.5310967
-34.6403333,-58.5300177
-34.6398822,-58.5300363
-34.6396887,-58.5311026
-34.6403322,-58.5299486
-34.6398777,-58.5299775
-34.6107211,-58.5292581
-34.6107453,-58.5291892
-34.5974582,-58.3931769
-34.5468765,-58.4939545
-34.6867658,-58.3831689
-34.5439924,-58.5031564
-34.5461989,-58.4997762
-34.6567771,-58.5260384
-34.6618523,-58.5191633
-34.6626516,-58.5167438
-34.5461846,-58.4998837
-34.5440541,-58.5032143
-34.6567386,-58.5259858
-34.5404394,-58.4675582
-34.5403917,-58.4675901
-34.6400543,-58.5497311
-34.640106,-58.5497308
-34.6659624,-58.5132469
-34.6659859,-58.5132736
-34.6333033,-58.5293983
-34.6333068,-58.5294449
-34.6187757,-58.5302598
-34.6187785,-58.5303221
-34.6742958,-58.5028293
-34.6743349,-58.5028681
-34.6565367,-58.5246663
-34.6565753,-58.5247038
-34.6744966,-58.5008868
-34.6745427,-58.5009263
-34.605516,-58.5257291
-34.603494,-58.5250838
-34.6035097,-58.5250281
-34.6592416,-58.5211008
-34.6592821,-58.5211336
-34.6536164,-58.527613
-34.6536277,-58.5276503
-34.6189122,-58.5312202
-34.6189215,-58.5312995
-34.6255979,-58.5308301
-34.6255992,-58.5309088
-34.5931301,-58.5209979
-34.5931516,-58.5209597
-34.630512,-58.53062
-34.6305083,-58.5305535
-34.6054299,-58.5268071
-34.6054607,-58.5267154
-34.5944553,-58.5216356
-34.594468,-58.5215689
-34.6144645,-58.5310349
-34.6144785,-58.5309556
-34.6026615,-58.525206
-34.60269,-58.5251553
-34.6409078,-58.5289997
-34.611644,-58.5286535
-34.5532064,-58.4441979
-34.5519423,-58.4419976
-34.5540331,-58.4455922
-34.5539907,-58.4456263
-34.5518664,-58.4420524
-34.5531575,-58.4442245
-34.6478914,-58.5066986
-34.6479518,-58.5066533
-34.5565304,-58.4569922
-34.5564826,-58.4570216
-34.5624983,-58.4756124
-34.5885146,-58.4108655
-34.5885842,-58.410917
-34.5732895,-58.4387006
-34.5733407,-58.4387372
-34.6076044,-58.4062569
-34.6100845,-58.4069935
-34.597907,-58.4036669
-34.5979298,-58.4035669
-34.5768327,-58.431037
-34.5769299,-58.4308824
-34.5848916,-58.4164999
-34.5868322,-58.4134195
-34.5868876,-58.4134831
-34.5904941,-58.4083723
-34.5905426,-58.408431
-34.6090644,-58.4081719
-34.5634485,-58.5070839
-34.6184612,-58.5312482
-34.6184619,-58.5313259
-34.5451682,-58.4859266
-34.5650019,-58.4816074
-34.5474707,-58.4844167
-34.5519495,-58.4824655
-34.5650194,-58.4809595
-34.5647091,-58.480728
-34.6091694,-58.4071565
-34.6091407,-58.4074115
-34.6091187,-58.4071588
-34.6091962,-58.4074026
-34.6131214,-58.5303363
-34.622352,-58.531054
-34.6223511,-58.5311073
-34.6131082,-58.5304005
-34.6023506,-58.4050256
-34.599604,-58.4039935
-34.615507,-58.4110758
-34.6059713,-58.4056983
-34.6149193,-58.4097846
-34.6079208,-58.4059983
-34.6080655,-58.4059936
-34.6057908,-58.4056476
-34.6152858,-58.4082832
-34.6147287,-58.4098206
-34.6156812,-58.4110656
-34.6152899,-58.4083687
-34.6156796,-58.4111153
-34.6150945,-58.4097073
-34.6149128,-58.4097442
-34.6147222,-58.4097698
-34.6155118,-58.4111322
-34.6080697,-58.4060941
-34.605768,-58.4057647
-34.5452039,-58.4859001
-34.5649703,-58.4815606
-34.5474419,-58.4843581
-34.5519906,-58.4824417
-34.5650689,-58.4545123
-34.5650241,-58.4545471
-34.5488196,-58.4679606
-34.5487723,-58.4679926
-34.5565339,-58.4498966
-34.5565725,-58.4498775
-34.5406609,-58.4678975
-34.6382476,-58.5259474
-34.6983676,-58.469296
-34.6984047,-58.4693394
-34.6983534,-58.4709123
-34.684073,-58.4884336
-34.6841127,-58.4884851
-34.684168,-58.489478
-34.689076,-58.4836388
-34.6347958,-58.5270986
-34.5480009,-58.4920884
-34.55738,-58.5042512
-34.556742,-58.4651854
-34.557029,-58.4654011
-34.5827366,-58.4195931
-34.5568048,-58.4651372
-34.5569697,-58.4654403
-34.5826937,-58.4195374
-34.5641984,-58.4578448
-34.5671518,-58.4540234
-34.5661354,-58.4544609
-34.5661757,-58.4544183
-34.5671026,-58.4540725
-34.5641546,-58.4578791
-34.5685321,-58.5179192
-34.571511,-58.523059
-34.572597,-58.524926
-34.5755221,-58.5307164
-34.5693977,-58.5194241
-34.5702214,-58.5208334
-34.5744437,-58.5273296
-34.5685848,-58.517877
-34.5694592,-58.5193857
-34.5702725,-58.5207901
-34.5715622,-58.5230162
-34.57264,-58.5248766
-34.5744809,-58.5272623
-34.5755464,-58.5306791
-34.6773244,-58.4989568
-34.6115374,-58.528429
-34.626524,-58.529804
-34.6218464,-58.5300818
-34.6082957,-58.5269966
-34.5919779,-58.5193326
-34.5803023,-58.5140308
-34.5702052,-58.5092759
-34.56388,-58.5061919
-34.5574939,-58.5032
-34.5511166,-58.4998694
-34.542902,-58.4619156
-34.6115817,-58.5284558
-34.6082802,-58.527036
-34.6265292,-58.5298491
-34.5919568,-58.5193881
-34.5428282,-58.4618381
-34.5533502,-58.4516291
-34.5533043,-58.4516646
-34.6595607,-58.5216964
-34.6595871,-58.5217267
-34.5684882,-58.4563078
-34.5704592,-58.4587487
-34.568448,-58.4562529
-34.5710683,-58.4581609
-34.5686557,-58.4580384
-34.5684045,-58.4562864
-34.568431,-58.4563328
-34.5704864,-58.4587081
-34.627746,-58.5307228
-34.6277436,-58.5308088
-34.5905295,-58.4004314
-34.586841,-58.3977972
-34.5828936,-58.4075787
-34.5847424,-58.4001098
-34.5833115,-58.4030292
-34.5631059,-58.4431485
-34.5650847,-58.4408033
-34.564998,-58.440908
-34.5815435,-58.4155533
-34.5776601,-58.4272132
-34.5812958,-58.4195063
-34.570326,-58.4355407
-34.5905007,-58.4005205
-34.6067656,-58.4034599
-34.6071062,-58.403506
-34.6071089,-58.4034428
-34.564953,-58.4408392
-34.565035,-58.4407438
-34.5868887,-58.3978649
-34.6413114,-58.5289748
-34.6386998,-58.5291669
-34.6218456,-58.5301306
-34.5616358,-58.4444261
-34.5616959,-58.4444552
-34.5733704,-58.5119148
-34.5777883,-58.5139377
-34.5823969,-58.5158476
-34.6847486,-58.4085224
-34.5671648,-58.4562113
-34.5671116,-58.4561131
-34.5682771,-58.4576248
-34.5685006,-58.4576405
-34.5677091,-58.4585958
-34.5671499,-58.4560846
-34.5672024,-58.4561753
-34.5757501,-58.5130341
-34.5682805,-58.4575484
-34.5685022,-58.4575678
-34.5594383,-58.4524489
-34.560157,-58.4536734
-34.5357766,-58.4785427
-34.5358282,-58.4785143
-34.5356511,-58.4780388
-34.5356077,-58.4780611
-34.6352184,-58.5315465
-34.6352176,-58.5314991
-34.6044077,-58.5263022
-34.595391,-58.5211343
-34.5954282,-58.5210893
-34.5886409,-58.518906
-34.5892539,-58.5180767
-34.5842652,-58.5168439
-34.6344839,-58.5480458
-34.5734061,-58.5118374
